Primary_Accession,Uncertainty,Length,Disorder,CompositionalBias,Membrane
Q9H9Q2,29.17,264,23.48,0,0
Q99627,37.8,209,1.44,0,0
P13611,83.83,3396,60.45,0,0
Q6UVK1,53.53,2322,17.4,40.83,0.9
O95196,100,566,62.01,0,3.71
Q1MSJ5,100,1256,78.58,11.7,0
Q9H8E8,55.63,782,31.59,0,0
Q96S65,100,589,30.56,10.7,0
Q9H175,100,543,38.12,7.18,0
Q8WYN3,100,585,43.25,24.44,0
P21291,0.52,193,10.88,14.51,0
Q16527,0.52,193,11.92,14.51,0
P50461,1.03,194,4.12,12.89,0
Q9H112,21.74,138,0.72,0,0
Q9H114,22.07,145,0,0,0
O60676,19.72,142,0,0,0
Q9H4G1,22.45,147,0,0,0
Q5W188,21.77,147,0,0,0
Q5W186,39.62,159,5.03,0,0
Q05048,12.99,431,2.32,0,0
P33240,58.75,577,72.44,46.62,0
Q12996,20.5,717,10.46,9.48,0
Q9H0L4,61.53,616,70.29,48.21,0
O94985,60.86,981,15.8,4.49,2.14
Q9H4D0,61.05,955,11.62,4.29,2.2
Q9BQT9,66.42,956,12.13,0,2.2
Q9BUV8,100,137,6.57,0,0
Q8NHU2,66.94,1237,5.17,0,0
Q9GZN8,100,174,8.62,0,0
Q4KN68,100,170,7.06,0,0
Q9BR46,100,151,50.99,0,0
Q9H1P6,100,137,6.57,0,0
Q9NUD7,100,363,20.66,1.38,0
Q96MY1,100,436,73.85,2.06,0
Q9NUB4,100,165,29.09,69.7,12.73
Q9BQM9,100,153,71.24,0,0
Q9H1L0,100,117,35.9,0,0
Q96LM9,12.08,149,2.68,0,0
Q9UGB4,100,50,0,0,0
P0C5K6,100,33,96.97,0,0
Q9H4R4,66.67,102,76.47,0,0
Q5TEA3,74.51,1177,4.25,0,0
Q9BVV2,100,318,4.09,0,0
Q8IYI0,100,205,28.78,0,0
Q8N268,100,126,0,0,0
A1L168,100,122,56.56,0,0
Q8NBC4,100,194,53.09,2.06,0
Q9P2B4,100,639,77.62,0,0
Q5HYN5,100,189,57.67,0,0
Q5DJT8,100,189,60.32,0,0
Q8NHU0,100,189,60.32,0,0
Q8N7B7,100,189,58.2,0,0
Q6NSH3,100,189,49.21,0,0
Q5JQC4,100,288,77.78,2.43,0
P0C2W7,100,299,79.6,4.01,0
Q8WUE5,100,264,12.88,0,0
P0C5K7,100,136,22.79,0,0
O75638,68.57,210,89.52,38.57,0
Q8WYA6,0,563,17.23,2.13,0
Q13363,17.95,440,12.73,0,0
P56545,19.78,445,10.34,0,0
Q2NKJ3,100,1217,4.6,0,0
Q8NI51,52.79,663,25.04,0,0
P49711,55.3,727,50.89,0,0
Q9Y5B0,54.94,961,56.5,3.12,0
Q9GZU7,26.05,261,10.34,0,0
O14595,31.73,271,0.37,0,0
O15194,30.07,276,15.58,0,0
Q8WVB6,54.87,975,35.28,0,0
Q16619,14.43,201,24.38,0,0
P0CG12,100,524,98.47,99.43,0
P0CG13,100,121,2.48,0,0
P78358,56.67,180,42.78,43.33,0
Q9HC47,100,74,0,0,56.76
Q96RT6,93.15,745,42.95,11.54,2.42
Q8IX95,100,158,18.99,0,0
Q8IX94,94.34,777,48.26,11.71,2.7
O15320,100,804,58.96,37.69,0
Q86UF2,94.72,777,48.39,10.94,2.7
P0CG41,94.34,777,47.88,10.94,2.7
A4FU28,94.34,777,49.42,10.94,2.7
A4D2H0,94.34,777,47.23,11.45,2.7
P29279,76.5,349,0,0,0
Q96CG8,100,243,18.52,0,0
O43310,63.71,598,56.35,0,0
Q8WWI5,100,657,0.15,2.89,28.77
Q8IWA5,100,706,0,0,30.03
Q8N4M1,100,653,0.46,1.23,25.73
Q53GD3,100,710,2.11,0,29.58
Q8NCS7,100,719,3.2,0,29.21
P16410,36.77,223,0,0,9.42
A8MT82,44.86,671,26.97,0,0
P35221,2.32,906,14.02,0,0
P26232,13.85,953,11.86,0,0
Q9UI47,9.5,895,11.17,0,0
P35222,7.81,781,23.56,0,0
O60716,36.57,968,49.48,0,0
Q9UQB3,56.16,1225,54.04,1.47,0
Q9UBT7,7.36,734,3.13,0,0
O60931,100,367,0,0,40.05
P30825,42.29,629,1.11,0,47.38
P52569,44.98,658,1.98,0,45.29
Q7Z475,100,142,NA,0,14.79
Q8WY07,31.5,619,0.81,0,47.5
O43246,42.83,635,4.25,0,42.99
Q6PD62,36.15,1173,28.99,27.79,0
P17538,7.6,263,0,0,0
Q6GPI1,7.6,263,0,0,0
Q99895,5.22,268,0,0,0
P40313,7.58,264,0,0,0
O14578,71.19,2027,27.18,0,0
Q05D32,63.3,466,51.93,0,0
Q8NEC5,70,780,52.56,37.18,18.85
Q96P56,53.58,530,9.62,15.09,27.74
Q86XQ3,40.2,398,2.51,0,36.93
Q7RTX7,49.58,472,9.53,0,30.51
Q9H7T0,100,1116,0.36,0,7.53
Q86XM0,100,798,2.26,0,2.63
Q6ZRH7,100,1159,0.26,0,1.81
Q8WZ74,80.4,1663,41.13,11.49,0
Q7Z7A3,14.66,348,10.63,0,0
Q2VPK5,40.58,515,16.5,0,0
P60606,100,82,13.41,0,25.61
P0C2S0,100,81,0,0,25.93
Q4LDR2,100,81,0,0,25.93
O43822,41.02,256,37.5,0,0
Q6XXX2,100,140,29.29,0,0
Q9Y426,61.93,696,31.9,0,0
A1L4M7,100,104,0,0,0
A6NIU2,100,74,22.97,0,0
P58513,100,81,2.47,0,0
Q17RA5,100,79,0,0,0
A6NM66,100,108,22.22,0,0
P58505,100,322,86.02,2.48,0
P57076,100,290,15.52,0,0
Q9NYP8,100,219,0,0,0
P58512,100,204,52.94,0,0
Q8TCZ7,100,52,0,0,0
Q9NV44,100,126,0,0,0
P59036,100,64,0,0,0
P59037,100,77,32.47,0,0
P59089,100,165,61.82,0,0
P59052,100,145,43.45,0,0
P59090,100,65,56.92,0,0
P59091,100,139,75.54,0,0
Q9UJ94,100,153,5.88,0,0
P0C852,100,66,71.21,0,0
Q96HZ7,100,61,67.21,6.56,0
Q8N2C9,100,162,33.33,0,0
Q96M42,100,142,7.75,0,0
Q6ZN03,100,302,52.65,0,0
B9A014,32.27,251,3.19,0,0
O60494,66.02,3623,2.1,0,0
Q9NWM3,84.97,386,66.58,11.66,0
Q9H467,83.97,287,45.64,0,0
Q13616,0,776,5.03,0,0
Q13617,4.43,745,3.49,0,0
Q13618,3.52,768,9.24,0,0
Q13619,0,759,4.48,0,0
Q13620,20.92,913,14.79,20.92,0
Q93034,2.31,780,0.13,0,0
Q14999,52.59,1698,11.6,0,0
Q8IWT3,52.68,2517,16.25,1.15,0
O60888,0,179,7.82,2.23,0
Q9NTM9,0,273,5.49,0,0
P39880,76.28,1505,70.1,2.19,0
O14529,75.03,1486,58.14,14.74,0
Q86UP6,18.29,607,1.98,0,3.46
Q8WYQ4,100,148,20.95,0,0
Q9Y442,100,160,8.12,0,13.12
O95567,100,290,43.45,0,0
Q6ZV56,100,151,24.5,13.25,0
Q8N1L1,100,170,17.65,0,0
Q6P5X5,100,142,13.38,0,0
Q6IC83,100,251,28.29,0,0
C9J442,100,243,3.29,0,0
Q9P013,100,229,80.79,0,0
Q9HCG8,47.47,908,50.22,16.52,0
Q9NXE8,100,425,74.82,11.06,0
Q6UX04,61.65,472,65.04,0,0
Q9HAI6,100,301,10.63,0,0
Q6ZTR5,48.26,976,4.71,0,0
A2AJT9,100,711,69.06,0,0
Q8TB33,100,94,5.32,0,0
A6NGU7,100,62,70.97,0,0
A6PW82,100,633,5.06,0,0
Q5VT33,100,79,0,0,0
Q8TB03,100,319,6.58,0,0
Q8N9T2,100,125,0,0,0
A8MYA2,100,512,91.02,1.17,0
Q8TE69,12.66,158,0,0,0
Q96DE9,13.29,158,0,0,0
Q9H5V9,100,222,16.22,0,0
Q6NSI4,53.22,855,19.42,0,0
Q96LI9,100,332,9.94,0,0
Q8N2A0,100,174,10.34,0,0
A6NEN9,100,183,26.78,0,0
Q5JRM2,100,361,51.8,24.1,5.82
Q86X51,100,503,93.44,24.25,0
P49238,17.46,355,0,0,46.48
P12074,29.36,109,27.52,0,0
Q02221,14.43,97,18.56,0,0
P14854,8.14,86,3.49,0,0
Q6YFQ2,10.23,88,13.64,0,0
P24310,27.85,79,0,0,36.71
P14406,32.53,83,3.61,0,0
Q8TF08,39.51,81,3.7,0,33.33
Q969M2,63.17,543,23.94,0,15.47
P17302,9.16,382,23.82,0,24.08
Q9Y6H8,24.37,435,42.3,0,19.31
P35212,18.62,333,15.92,0,24.92
P36382,15.36,358,20.11,0,23.46
P48165,53.81,433,37.41,0,21.25
P57773,61.17,515,27.57,0,16.31
P78310,39.18,365,23.56,0,5.75
P08034,24.03,283,1.77,0,31.45
P29033,0,226,0,0,39.38
O75712,25.56,270,1.85,0,32.96
Q9NTQ9,24.44,266,0.38,0,33.46
O95377,26.37,273,0.73,0,32.6
O95452,22.99,261,3.07,0,35.25
Q6PEY0,10.76,223,0,0,37.67
P19875,32.71,107,1.87,0,0
P19876,31.78,107,1.87,0,0
P42830,37.72,114,0.88,0,0
P80162,39.47,114,3.51,0,0
P02775,33.59,128,6.25,0,0
Q07325,40.8,125,26.4,0,0
P25024,9.71,350,0,0,44.57
P25025,16.11,360,0.28,0,43.33
P49682,20.38,368,1.9,0,42.39
P61073,7.67,352,0,0,42.05
P32302,20.16,372,0,0,39.52
O00574,19.3,342,0,0,48.25
Q9UKL4,37.69,321,9.97,4.36,28.66
Q8N144,31.97,294,22.79,10.88,28.57
Q96KN9,46.22,370,41.08,0,22.7
A6NN92,6.83,205,0,0,40.98
P36383,46.97,396,28.03,0,21.72
Q5T442,54.44,439,46.01,7.74,19.13
Q8NFK1,28.32,279,8.96,0,30.11
P02778,21.43,98,3.06,0,0
O14625,22.34,94,0,0,0
O43927,37.61,109,0,0,0
O95715,28.83,111,0,0,0
Q9H2A7,100,254,35.83,0,8.27
O15255,100,209,22.49,0,0
Q9P0U4,72.41,656,44.05,15.4,0
Q9H2H0,71.72,198,20.2,4.04,0
Q7LFL8,81.99,322,40.68,1.55,0
Q9H606,100,182,37.36,14.29,0
P08574,26.15,325,3.69,0,4.62
P13498,89.74,195,31.28,29.23,0
P04839,50.53,570,0.7,0,22.11
P49447,18.33,251,1.2,0,50.2
Q8NBI2,14.46,242,0,0,52.07
O43169,36.99,146,19.86,0,12.33
P00167,19.4,134,29.1,0,17.16
Q9HB71,5.26,228,15.35,0,0
Q53TN4,27.62,286,13.99,0,44.06
P00156,0.26,380,0,0,50.26
P99999,0.95,105,10.48,0,0
Q7L576,0,1253,1.84,0,0
Q96F07,7.36,1278,1.88,0,0
Q8WWM9,0,190,17.37,0,0
Q15438,15.33,398,12.31,0,0
Q99418,12.25,400,13.25,0,0
O43739,15.25,400,10,0,0
Q9UIA0,14.47,394,3.05,0,0
Q6ZMK1,47.51,362,0.83,0,0
P35663,100,651,89.4,7.83,0
Q14093,100,348,87.64,0,0
Q9NQC7,32.53,956,17.36,0,0
O00622,78.22,381,0.52,0,0
Q717R9,100,158,95.57,2.53,0
P01040,0,98,27.55,0,0
P04080,0,98,32.65,0,0
P01034,17.81,146,14.38,0,0
P28325,14.08,142,1.41,0,0
O76096,13.1,145,2.76,0,0
O60759,69.36,359,11.98,23.12,0
Q9NRR1,100,136,0,0,0
Q9H1C7,100,97,64.95,59.79,18.56
Q15828,24.83,149,8.05,0,0
P01037,20.57,141,0,0,0
Q69YQ0,83.35,1117,65.98,0.36,0
Q5M775,84.46,1068,64.14,10.58,0
P01036,19.15,141,0,0,0
P09228,20.57,141,0,0,0
Q96J86,100,154,12.34,3.9,13.64
P81534,32.84,67,0,0,0
Q8WTQ1,41.67,72,0,0,0
Q8NG35,52.56,78,0,0,0
Q8N104,30.77,65,0,0,0
Q8IZN7,42.86,70,0,0,0
A8MXU0,46.58,73,9.59,0,0
Q8NET1,46.58,73,9.59,0,0
A6NDD2,100,73,NA,0,0
P0CZ25,100,163,75.46,57.06,0
A8MPP1,36.82,907,16.54,7.06,0
Q2PZI1,100,675,3.11,0,33.33
Q6NUT2,100,758,6.46,0,30.34
Q6ZPD9,100,716,2.51,0,34.36
Q7Z388,100,723,4.7,0,33.89
Q6NXN4,100,242,23.14,0,26.03
Q6ZN68,100,376,0,0,33.51
Q8N465,12.48,521,1.73,0,0
Q9NRG7,7.84,319,10.34,0,0
Q8WUS8,18.07,393,0.76,0,10.69
A6NKP2,11.61,422,8.06,0,0
Q8NEP3,63.03,725,63.72,16.97,0
Q8N9W5,100,541,25.88,0,0
Q9Y4D1,19.67,1078,26.81,6.12,0
Q86T65,24.34,1068,17.42,8.15,0
O75553,69.05,588,50.51,0,0
Q5VWQ8,62.66,1189,45.16,8.49,0
P98082,74.81,770,72.34,0,0
Q9UI36,86.84,760,73.55,10.66,0
Q96NX9,83.31,599,52.09,1.67,0
Q9NYF0,100,836,58.25,0,0
Q5SW24,100,774,67.31,0,0
Q96B18,100,629,81.4,21.78,0
P61803,100,113,0,0,55.75
P08174,0,381,24.67,18.37,0
Q14118,57.65,895,41.34,28.49,2.91
Q5D0E6,6.63,543,1.47,0,0
P0C864,100,163,37.42,0,0
Q8N907,47.62,189,8.99,0,0
P59103,100,153,19.61,0,0
P51397,100,102,100,0,0
P53355,19.93,1430,2.03,0,0
Q9UIK4,13.51,370,7.03,0,0
O43293,36.34,454,5.29,0,0
A0PJW8,100,107,49.53,0,0
Q9P219,92.75,2028,57,0,0
Q9UN19,4.29,280,3.57,0,0
A6NH13,100,148,83.11,0,0
Q8N136,19.28,415,0,0,0
Q9UER7,54.86,740,64.59,19.59,0
Q9NQZ3,46.77,744,22.45,0,0
Q13117,65.77,558,8.06,0,0
Q9NR90,66.87,486,9.26,0,0
Q86SG3,49.57,579,18.31,0,0
Q92904,43.39,295,23.39,0,0
Q96EP5,53.32,407,72.48,40.29,0
Q15038,100,168,30.95,75.6,0
Q30KR1,56.32,87,0,0,0
Q30KQ9,41.79,67,0,0,0
Q30KQ8,100,113,15.04,0,0
Q30KQ7,100,82,0,0,0
Q30KQ6,42.03,69,0,0,0
Q30KQ5,53.41,88,0,0,0
Q30KQ4,63.73,102,1.96,0,0
Q96PH6,70.73,123,29.27,0,0
Q8N690,57.14,84,0,0,0
Q5J5C9,51.32,76,0,0,0
Q8N688,38.81,67,0,0,0
Q8NES8,45.07,71,1.41,0,0
Q8N687,76.28,156,32.05,0,0
Q9BYW3,63.06,111,7.21,0,0
Q9H1M4,62.63,99,0,0,0
Q7Z7B8,61.29,93,1.08,0,0
Q9H1M3,100,183,33.33,4.37,0
Q30KQ2,50.63,79,5.06,0,0
P59861,41.43,70,0,0,0
Q7Z7B7,61.05,95,23.16,0,0
Q30KQ1,40.98,61,0,0,0
Q4QY38,42.42,66,0,0,0
Q30KP9,48.05,77,0,0,0
Q30KP8,55.13,78,0,0,0
Q9UBU7,65.73,674,25.52,0,0
Q8NFT6,71.54,615,33.66,0,0
Q9NR28,23.01,239,12.55,0,0
Q9H9R9,100,158,93.04,0,0
Q9BQY9,100,259,54.83,7.34,0
Q9UJU6,52.79,430,53.26,0,0
Q10586,79.08,325,79.38,18.15,0
Q9UK59,61.03,544,29.96,0,0
A6NMT0,81.92,343,53.35,4.66,0
Q6ZNG2,81.42,339,31.56,0,0
Q5VU92,14.25,463,7.99,0,0
Q5VW00,25.27,463,12.96,0,0
O14576,39.84,645,29.3,0,0
Q13409,32.45,638,37.77,0,0
Q9Y6G9,38.62,523,32.31,0,0
O43237,42.68,492,31.1,0,0
Q8TCX1,28.21,351,9.4,0,0
Q3SXM0,48.48,396,0,0,0
Q8NA75,2.78,395,4.05,0,0
A6NGE4,29.5,600,31.83,7.17,0
P0C7V8,27.73,631,34.87,11.73,0
Q5QP82,22.18,559,30.59,18.6,0
Q8TEB1,13.19,546,17.95,0,0
Q5T6F0,12.8,453,6.62,0,0
Q9NV06,22.25,445,6.97,0,0
Q66K64,100,600,20.67,0,0
Q9NXF7,100,216,22.22,3.7,0
Q5H9S7,100,520,0.58,0.77,8.08
Q8WV16,27.68,495,18.99,0,0
Q96JK2,52.34,942,51.17,0,0
Q58WW2,60.47,860,49.19,0,0
P61962,5.85,342,0,0,0
Q5TAQ9,29.15,597,37.02,0,0
Q8WVC6,10.39,231,0,0,0
P17707,0,334,1.2,0,0
Q8N8Z6,34.97,715,32.03,0.7,2.94
Q96PD2,51.87,775,28,0.52,2.71
Q9BVC3,100,393,5.09,0,0
P43146,25.43,1447,30.75,0,1.73
A2VCK2,40.69,349,33.81,0,0
A8MYV0,40.85,355,19.44,0,0
P59894,55.37,354,20.62,0,0
Q9UHG0,55.46,476,51.89,0,0
Q6ZRR9,78.7,648,15.12,0,0
P81605,56.36,110,39.09,0,0
Q99259,14.98,594,4.71,0,0
Q05329,15.04,585,3.42,0,0
P19113,27.95,662,6.19,0,0
P27707,0,260,3.08,0,0
O15075,36.62,740,24.73,7.7,0
Q8N568,35.77,766,28.46,14.49,0
Q9C098,56.02,648,51.23,0,0
O95822,7.71,493,9.53,0,0
Q96GG9,2.32,259,0.77,0,0
Q6PH85,2.32,259,2.32,0,0
Q8IWE4,15.79,304,30.92,0,0
Q92564,28.08,292,8.56,0,0
Q9BTE7,22.78,237,0.42,0,0
Q8TF63,98.77,244,56.97,28.28,0
P11926,0,461,2.82,0,0
Q9NPI6,69.76,582,55.67,0,0
Q8IZD4,72.93,617,53.97,1.62,0
Q8IU60,44.05,420,32.14,0,0
Q96C86,0,337,10.98,0,0
Q6PJP8,64.9,1040,28.65,0,0
Q9H816,26.5,532,15.98,0,0
Q96SD1,47.11,692,31.21,0,0
Q5T197,100,706,5.95,0,17.85
Q5T1A1,100,773,14.62,6.99,16.3
Q9H295,100,470,0.43,0.85,26.81
P32321,5.06,178,0.56,0,0
Q14203,88.89,1278,47.89,2.19,0
Q13561,100,401,30.17,0,0
O75935,100,186,0.54,0,0
Q9UJW0,100,460,10.87,0,0
Q9BTE1,5.49,182,0,0,0
O00399,0,190,13.16,0,0
Q9H773,26.47,170,38.82,0,0
P06132,0,367,5.18,0,0
Q7Z4W1,0,244,0,0,0
O43602,18.59,441,25.62,11.56,0
Q9NUU7,12.34,478,11.72,0,0
Q9UMR2,0,479,12.94,0,0
Q9BW61,100,102,45.1,0,0
O94760,0,285,5.61,0,0
O95865,4.91,285,9.82,0,0
Q16531,0,1140,0.96,0,0
Q92466,0.23,427,9.84,0,0
Q96MC4,100,621,64.9,0,0
P20711,0,480,0,0,0
Q8NEL9,100,900,28.56,0,0
O94830,100,711,12.66,0,0
Q8WTU0,47.22,396,26.77,0,0
Q5TDH0,48.12,399,30.08,0,0
P35638,100,169,87.57,2.96,0
Q9NX09,40.52,232,27.16,0,0
Q08345,26.07,913,17.85,18.07,2.3
Q16832,26.2,855,6.67,0,2.57
Q96HY6,78.03,314,48.41,0,0
Q96D03,33.68,193,0,0,0
A6NHG4,12.69,134,2.99,0,0
Q13206,47.43,875,39.77,0,0
Q96FC9,43.09,970,18.35,6.39,0
Q92771,40.11,950,15.89,6.53,0
Q92841,41.43,729,37.86,2.88,0
Q9NVP1,29.25,670,28.96,2.39,0
Q92499,14.59,740,3.92,0,0
Q9UHI6,49.76,824,27.91,0,0
Q9NR30,32.82,783,35.89,0,0
Q9BUQ8,43.29,820,38.41,26.34,0
Q9GZR7,48.89,859,41.79,3.14,0
Q9UHL0,14.08,483,2.28,0,0
Q96GQ7,46.73,796,31.53,19.72,0
Q9NUL7,18.7,540,5.93,0,0
Q9H8H2,42.42,851,36.55,0,0
O00571,30.97,662,25.38,12.24,0
O15523,33.94,660,25.3,0,0
Q9UJV9,27.17,622,20.1,0,0
Q86XP3,54.8,938,53.2,14.5,0
Q9NXZ2,23.77,648,22.69,0,0
Q7L014,48.4,1031,35.6,10.57,0
Q9H0S4,10.55,455,16.26,0,0
Q9Y6V7,18.43,483,10.56,0,0
Q9NQI0,36.6,724,37.85,24.45,0
Q9BQ39,28.77,737,29.72,7.06,0
Q8N8A6,27.93,666,27.18,6.91,0
Q9Y2R4,29.38,599,13.36,8.35,0
Q86TM3,19.97,631,17.59,0,0
Q8TDD1,41.77,881,45.74,0,0
Q8NHQ9,23,600,8,13.67,0
Q9NY93,31.81,547,11.88,0,0
O95786,0,925,2.7,0,0
Q5T1V6,22.13,619,18.58,0,0
P17844,29.97,614,21.17,0,0
Q8IY21,68.05,1712,2.69,0,0
Q5H9U9,65.24,1706,2.58,0,0
P26196,19.25,483,20.08,0,0
O75398,73.98,565,35.75,31.5,0
Q9P2X7,100,70,0,0,0
Q9NUI1,0.68,292,2.74,0,0
Q16698,1.49,335,0,0,0
Q8WXF8,69.63,326,32.21,0,0
O75618,68.87,318,15.72,0,0
P59665,65.96,94,0,0,0
P59666,65.96,94,0,0,0
P12838,63.92,97,11.34,0,0
Q01523,64.89,94,11.7,0,0
Q01524,68,100,8,0,0
P60022,44.12,68,0,0,0
Q9H4E7,57.37,631,39.78,27.1,0
Q6ZN54,79.69,512,15.82,0,0
Q9HBH1,20.58,243,0,0,0
O15121,100,323,0,0,39.01
Q6QHC5,100,323,0,0,19.81
P35659,47.2,375,62.67,14.4,0
Q14154,40.19,515,29.71,0,0
Q08495,82.72,405,74.81,1.73,0
Q8TEH3,66.01,1009,51.24,34.39,0
Q6P3S1,3.76,426,0,0,0
Q8IV53,57.18,801,39.45,0,0
Q9ULE3,67.39,1009,45.89,0,0
Q68D51,64.44,928,21.34,0,0
Q9H6A0,29.94,471,6.16,0,0
O75064,62.03,1496,26.8,6.08,0
Q5VZ89,77.53,1673,25.34,0.3,0
Q6IQ26,37.92,1287,9.48,1.01,0
Q6ZUT9,37.13,1274,8.56,0,1.65
Q8IWF6,45.72,608,6.41,0,0
Q8NEG7,43.93,585,2.39,0,0
A2RUS2,49.17,1198,5.18,0,0
O94850,100,711,91,0,0
O43583,58.08,198,25.76,0,0
Q9Y315,16.04,318,0.31,0,0
Q5TB30,87.18,811,8.75,0,0
Q8WUY9,55.95,529,3.21,1.51,0
Q8N2C3,67.01,294,8.16,0,0
O75140,93.89,1603,25.51,0,0
Q96QD5,55.97,511,3.13,0,0
Q9NTK1,100,212,88.21,0,0
Q9BUN8,28.29,251,0.8,0,33.47
Q9GZP9,32.64,239,2.93,0,35.15
Q96Q80,21.7,235,7.23,0,35.74
Q07507,100,201,0,0,0
Q6ICB0,0,168,10.71,0,0
Q9BSY9,30.93,194,8.76,0,0
P17661,37.02,470,18.94,0,0
P15924,54.48,2871,17.97,0,0
P60981,0,165,0,0,0
Q7L5Y6,100,550,2.18,0,0
Q05D60,100,604,36.92,0,0
O95424,100,95,0,0,0
O15263,35.94,64,0,0,0
O00273,37.46,331,12.69,0,0
O76075,3.85,338,3.25,0,0
O60443,100,496,0.4,0,0
Q6ZPD8,43.03,337,0,0,12.46
Q6IED9,100,249,8.03,0,0
O75907,100,488,11.68,0,8.2
Q96PD7,50,388,1.8,0,10.05
Q96DF8,100,476,76.26,0,0
Q9BY27,100,220,15.45,0,0
Q14129,100,220,8.64,0,0
Q8WYQ5,53.17,773,38.68,0,0
P23743,19.46,735,3.4,0,0
Q9Y6T7,21.27,804,12.69,0,0
Q16760,63.59,1214,22.65,2.39,0
P52429,41.8,567,3.7,0,7.41
P49619,19.85,791,15.3,0.76,0
Q86XP1,63.61,1220,17.21,0,0
O75912,53.99,1065,19.06,2.44,0
Q5KSL6,60.35,1271,22.66,0,0
P52824,40.87,942,17.73,0,0
Q13574,48.08,1117,34.91,1.25,0
Q9Y4D2,78.31,1042,22.17,0,8.06
Q8NCG7,70.09,672,1.79,0,12.5
Q16854,11.91,277,1.81,0,0
Q3LXA3,3.83,575,7.65,0,0
Q9P1J3,100,65,0,0,0
Q8NBQ5,12.33,300,0,0,0
Q53GQ0,22.44,312,0.64,0,20.19
Q7Z5P4,13.33,300,0,0,0
Q9BPX1,0,270,9.26,0,0
P14061,0,328,12.8,0,0
P37059,26.61,387,0,0,5.43
P37058,18.39,310,0,0,0
P51659,1.9,736,2.31,0,0
P56937,7.62,341,0,0,6.16
Q92506,1.92,261,7.66,0,0
Q15392,15.31,516,0,0,4.07
Q9UBM7,75.79,475,0,0,30.95
Q86SQ9,27.33,333,1.2,0,0
Q9UQ10,0.9,334,1.5,0,0
P00367,9.5,558,3.76,0,0
P49448,11.11,558,5.56,0,0
O43323,20.71,396,3.54,0,0
Q7Z5J1,20.32,315,24.44,0,0
P28845,0,292,0,0,5.82
P80365,30.62,405,7.16,0,0
P09417,0,244,3.69,0,0
Q6UWP2,0.77,260,3.08,0,0
A0PJE2,4.73,317,10.41,0,0
Q6UX07,24.67,377,23.08,0,0
Q96LJ7,9.9,313,0.64,0,0
Q13268,1.79,280,0,0,0
O75911,13.25,302,0,0,27.81
Q9BTZ2,2.16,278,1.44,0,0
Q9Y394,20.65,339,0.88,0,0
Q9BPW9,9.09,319,0,0,0
Q8N5I4,12.73,330,0.61,0,0
O14521,23.27,159,0,0,40.88
Q00796,0.28,357,3.92,0,0
Q96HY7,8.92,919,5.77,0,0
O43143,12.08,795,17.48,0,0
O60231,38.42,1041,23.92,0,0
Q7Z478,46.09,1369,22.13,3.58,0
Q7L2E3,22.36,1194,11.06,1.01,0
Q7L7V1,8.48,743,2.56,0,0
Q9H6R0,9.34,707,12.16,0,0
Q14147,38.85,1143,18.29,0,0
Q9H5Z1,7.4,703,1.85,0,0
Q9H2U1,25.99,1008,16.17,5.36,0
Q8IY37,35.87,1157,29.39,0,0
Q8IX18,11.42,779,12.2,0,0
Q6P158,38.53,1386,14.21,2.96,0
Q96C10,0,678,4.28,0,0
Q14562,30.74,1220,29.43,4.67,0
Q08211,22.52,1270,13.86,0,0
P49366,0,369,8.13,0,0
Q8TF46,15.28,1054,6.26,0,0
Q8IYB7,21.36,885,17.74,0,0
Q9H7Y0,100,433,0.92,0,0
Q8NDZ4,100,430,0,0,0
Q01459,13.77,385,0,0,0
O60610,36.48,1272,37.97,0.31,0
O60879,26.43,1101,30.61,4.9,0
Q9NSV4,32.69,1193,29.67,6.37,0
Q9UPY3,27.78,1922,9.83,0,0
Q9UBX3,3.48,287,0,0,43.21
Q9BTC0,91.74,2240,79.38,19.96,0
Q68CQ4,43.78,756,30.69,12.83,0
Q9UNQ2,5.43,313,8.95,0,0
Q14689,24.19,1571,19.22,0.51,0
Q9P265,24.81,1576,20.05,6.66,0
Q9Y2E4,24.1,1556,18.32,0,0
O95057,0,198,6.57,0,0
Q96HU8,8.54,199,4.02,0,0
O95661,27.07,229,5.24,0,0
Q969H9,100,104,17.31,0,0
Q96SL1,17.36,478,0.42,0,52.72
Q9NRI5,100,854,36.07,0,0
Q96F81,59.84,1524,9.25,0,16.54
A7MBM2,51.03,1401,28.98,0,17.99
Q155Q3,61.93,683,42.61,0,0
Q9UBS4,21.51,358,16.48,0,0
Q9NXW2,69.07,375,35.47,0,5.6
P59910,8.86,316,4.11,0,0
Q8TBM8,69.39,379,33.25,0,5.54
Q8IXB1,5.04,793,1.51,0,0
Q9NVH1,67.44,559,8.23,0,0
Q9UKB3,49.49,198,47.47,0,0
O75165,70.49,2243,1.47,0,0
Q6Y2X3,71.08,702,44.87,0.57,8.97
Q9Y5T4,54,150,2,0,15.33
Q9Y2G8,43.48,782,5.37,1.28,2.69
Q9NVM6,24.01,304,49.67,2.3,0
Q9H819,67.88,358,14.25,1.4,5.87
Q5F1R6,85.69,531,55.74,30.13,0
Q8N4W6,79.47,341,1.17,0,43.11
Q6P3W2,0,148,0,0,0
Q9H1X3,72.5,360,6.39,0,17.5
Q9NZQ0,4.03,273,5.13,0,0
Q9NX36,80.41,388,16.75,1.03,0
Q96LL9,60.18,226,22.12,0,0
O60832,30.54,514,20.82,1.36,0
O94907,66.54,266,1.5,0,0
Q9UBU2,66.02,259,10.42,0,0
